,tuple,relevance,flesch_reading_ease,bigram_entropy,is_general,distinct_3,Q_A_eval
48,"['What is the first step you would take to draw an angle in standard position on a coordinate plane given the angle measure in degrees?', 'Express the angle measure as a fraction of $$\\(\\text{360°}.\\)$$ Reduce the fraction to simplest form.']",9.445087313652039,6.644,5.672268804433751,0.0,24.0,0.5
49,"[""What do you do after you've expressed the angle measure as a fraction and reduced it?"", 'Draw an angle that contains that same fraction of the circle, beginning on the positive x-axis and moving counterclockwise for positive angles and clockwise for negative angles.']",9.697000980377197,4.965,5.614709844115209,0.0,16.0,0.5
50,"['Why was the circle divided into 360 degrees?', 'Dividing a circle into 360 parts is an arbitrary choice, although it creates the familiar degree measurement.']",8.491697907447815,5.0329999999999995,4.840223928941851,0.0,7.0,0.0
51,"['What are some other possible ways we could divide a circle for measurement purposes?', 'We may choose other ways to divide a circle.']",8.905349373817444,6.8260000000000005,4.60673935401532,0.0,13.0,0.0
52,"['How is the process of drawing a circle related to finding another unit of measurement?', 'To find another unit, think of the process of drawing a circle.']",9.236962795257568,6.623,4.625,0.0,14.0,0.0
53,"['What might happen if you stop before completing the circle?', 'Imagine that you stop before the circle is completed.']",9.460480213165283,7.029000000000001,4.2626923908396215,0.0,9.0,1.0
54,"['What is the term used to refer to a part of the circle that is drawn or traced?', 'The portion that you drew is referred to as an arc.']",9.789809584617615,9.906,5.044394119358453,0.0,17.0,0.5
55,"['How is the concept of an arc related to different degrees of a circle?', 'An arc may be a portion of a full circle, a full circle, or more than a full circle, represented by more than one full rotation.']",9.734266996383667,6.81,5.165979011114011,0.0,13.0,0.0
56,"['What do we call the length of the arc around an entire circle?', 'The length of the arc around an entire circle is called the circumference of that circle.']",9.546653032302856,8.214,4.620151695116029,0.0,12.0,0.0
57,"['What is the formula for calculating the circumference of a circle?', 'The circumference of a circle is $$\\(C = 2\\pi r.\\)$$']",9.513210654258728,5.287,4.696131794257844,0.0,10.0,0.5
58,"['How do we get the ratio of the circumference to the radius from this formula?', 'If we divide both sides of this equation by $$\\(r,\\)$$ we create the ratio of the circumference, which is always $$\\(2\\pi,\\)$$ to the radius, regardless of the length of the radius.']",9.260806441307068,6.505,5.575641766914061,0.0,14.0,0.0
59,"['How is this ratio related to the concept of radians in trigonometry?', 'So the circumference of any circle is $$\\(2\\pi \\approx 6.28\\)$$ times the length of the radius.']",9.69828188419342,7.05,5.234120167580195,0.0,11.0,0.5
60,"['What does it signify when we say one radian is the angle subtended at the center of the circle by an arc equal in length to the radius?', 'That means that if we took a string as long as the radius and used it to measure consecutive lengths around the circumference, there would be room for six full string-lengths and a little more than a quarter of a seventh, as shown in Figure 10.']",9.617113471031189,5.93,6.296928094887361,0.0,27.0,0.0
61,"[""What is the new angle measure you're referring to?"", 'This brings us to our new angle measure.']",9.90970492362976,7.976999999999999,4.277613436819116,0.0,9.0,0.5
62,"['Can you explain how to convert degrees into radians?', 'One radian is the measure of a central angle of a circle that intercepts an arc equal in length to the radius of that circle.']",9.007673859596252,6.268,5.195295934496219,0.0,8.0,0.0
63,"['What is a central angle?', 'A central angle is an angle formed at the center of a circle by two radii.']",1.0115911066532135,8.620000000000001,4.563856189774724,0.0,4.0,1.0
64,"['Why is a full circular rotation considered to be $$\\(2\\pi\\)$$ radians?', 'Because the total circumference equals $$\\(2\\pi\\)$$ times the radius, a full circular rotation is $$\\(2\\pi\\)$$ radians.']",9.057947397232056,4.931,4.835765501447269,0.0,17.0,0.0
65,"['Where can you find a visual representation of the relationship between degrees and radians?', 'See Figure 11.']",9.746785163879395,4.593,4.392317422778759,0.0,13.0,1.0
66,"['What does it mean when an angle is given without a unit of measurement?', 'Note that when an angle is described without a specific unit, it refers to radian measure.']",9.429963231086731,7.317,4.900711588373538,0.0,13.0,1.0
67,"['Can you give an example of an angle given without a specific unit to further clarify this concept?', 'For example, an angle measure of 3 indicates 3 radians.']",9.511990547180176,4.881,4.983788058752394,0.0,17.0,0.0
68,"['Why is radian measure considered to be dimensionless?', 'In fact, radian measure is dimensionless, since it is the quotient of a length (circumference) divided by a length (radius) and the length units cancel.']",9.006518721580505,4.627000000000001,5.286729870981167,0.0,7.0,0.0
69,"['What is an arc length?', 'An arc length $$\\(s\\)$$ is the length of the curve along the arc.']",9.14117693901062,10.0,4.720049960644813,0.0,4.0,1.0
70,"['Can you explain how arc length is related to the radius of a circle?', 'Just as the full circumference of a circle always has a constant ratio to the radius, the arc length produced by any given angle also has a constant relation to the radius, regardless of the length of the radius.']",9.283251762390137,5.304,5.429170379833647,0.0,13.0,1.0
71,"[""Can you explain what the ratio is showing and why it's called the radian measure?"", 'This ratio, called the radian measure, is the same regardless of the radius of the circle—it depends only on the angle.']",9.66054081916809,6.167,5.2402182430741915,0.0,15.0,1.0
72,"['Can you elaborate on how the arc length and radius are used to calculate the angle in radians?', 'This property allows us to define a measure of any angle as the ratio of the arc length $$\\(s\\)$$ to the radius r. See Figure 12.']",9.491308331489563,7.3469999999999995,5.672268804433751,0.0,17.0,1.0
73,"['Can you explain how the equation \\(s = r\\) and \\(\\theta = 1\\) radian applies to these two circles?', 'To elaborate on this idea, consider two circles, one with radius 2 and the other with radius 3.']",9.923476576805115,7.063,5.492260864523372,0.0,24.0,0.5
74,"['How will the difference in radii of these two circles affect their respective circumferences?', 'Recall the circumference of a circle is $$\\(C = 2\\pi r,\\)$$ where $$\\(r\\)$$ is the radius.']",9.589498043060303,6.522,5.363856189774724,0.0,13.0,0.0
75,"['Can you calculate the circumferences of these two circles using their respective radii?', 'The smaller circle then has circumference $$\\(2\\pi(2) = 4\\pi\\)$$ and the larger has circumference $$\\(2\\pi(3) = 6\\pi.\\)$$']",9.432129859924316,5.727,5.275090265883954,0.0,12.0,0.0
76,"['What does this angle represent in terms of radians and how does it relate to the previously mentioned equations?', 'Now we draw a $$\\(45{^\\circ}\\)$$ angle on the two circles, as in Figure 13.']",9.781121015548706,6.319,5.5738935175845965,0.0,18.0,0.5
77,"[""Can you explain what one radian is in terms of a circle's central angle and its radius?"", 'One radian is the measure of the central angle of a circle such that the length of the arc between the initial side and the terminal side is equal to the radius of the circle.']",9.283708930015564,6.201,5.609120057986434,0.0,17.0,0.5
78,"['How many radians is a full revolution around a circle?', 'A full revolution $$\\((360{^\\circ})\\)$$ equals $$\\(2\\pi\\)$$ radians.']",9.295439720153809,5.439,4.96730810217906,0.0,9.0,0.0
79,"['How many radians does a half revolution around a circle correspond to?', 'A half revolution $$\\((180{^\\circ})\\)$$ is equivalent to $$\\(\\pi\\)$$ radians.']",9.571185111999512,4.39,5.136297540774119,0.0,11.0,1.0
80,"['Can you explain what a radian measure of an angle is?', 'The radian measure of an angle is the ratio of the length of the arc subtended by the angle to the radius of the circle.']",8.033502697944641,7.013,4.953055907333276,0.0,10.0,0.0
81,"['Can you put it into simpler terms or provide an example to clarify it further?', 'In other words, if $$\\(s\\)$$ is the length of an arc of a circle, and $$\\(r\\)$$ is the radius of the circle, then the central angle containing that arc measures $$\\(\\frac{s}{r}\\)$$ radians.']",9.356248378753662,6.454000000000001,5.921278376437385,0.0,14.0,0.0
82,"['What would the radian measure be if the length of the arc is equal to the radius of the circle?', 'In a circle of radius 1, the radian measure corresponds to the length of the arc.']",9.616190195083618,7.859,4.94889621188239,0.0,19.0,0.5
83,"['What does 1 radian approximately equal to in degrees?', 'A measure of 1 radian looks to be about 60°.60°.60°.']",9.767282605171204,7.029000000000001,4.436605434317882,0.0,8.0,1.0
84,"['Did you understand the material we covered today?', 'Yes.']",9.7384512424469,4.542,3.700439718141093,0.0,7.0,1.0
85,"['What is the approximate angle in degrees for 1 radian?', 'It is approximately $$\\(57.3{^\\circ}.\\)$$']",9.439420700073242,3.899,4.735926350629033,0.0,9.0,0.5
86,"['Why is 1 radian approximately equal to $$\\(57.3{^\\circ}?\\)$$', 'Because $$\\(2\\pi\\)$$ radians equals $$\\(360{^\\circ},1\\)$$ radian equals $$\\(\\frac{360{^\\circ}}{2\\pi} \\approx 57.3{^\\circ}.\\)$$']",9.328172206878662,2.85,5.10071158837354,0.0,18.0,0.0
87,"['Can you explain why a radian is considered a unitless measure?', 'Because radian measure is the ratio of two lengths, it is a unitless measure.']",9.585885405540466,5.879,4.773557262275185,0.0,10.0,1.0
88,"['Can you now explain how these lengths relate to figuring out the measurement of an angle in radians?', 'For example, in Figure 12, suppose the radius were 2 inches and the distance along the arc were also 2 inches.']",8.231726884841919,6.014,5.4474086518852305,0.0,17.0,0.0
89,"['What happens when you calculate the radian measure of the angle in this case?', 'When we calculate the radian measure of the angle, the “inches” cancel, and we have a result without units.']",9.690636992454529,6.319,5.064869077788816,0.0,13.0,0.5
90,"['Can you give an example of an angle measure that is given in radians?', 'Therefore, it is not necessary to write the label “radians” after a radian measure, and if we see an angle that is not labeled with “degrees” or the degree symbol, we can assume that it is a radian measure.']",8.950097560882568,5.304,5.812500000000001,0.0,13.0,0.0
91,"['Can you explain how we determine degrees in a rotation around a circle, particularly a unit circle?', 'Considering the most basic case, the unit circle (a circle with radius 1), we know that 1 rotation equals 360 degrees, $$\\(360{^\\circ}.\\)$$']",9.610158801078796,5.168,5.780948134107604,0.0,17.0,0.5
92,"['So, how can we express a rotation around the circle in terms of radians instead of degrees?', 'We can also track one rotation around a circle by finding the circumference, $$\\(C = 2\\pi r,\\)$$ and for the unit circle $$\\(C = 2\\pi.\\)$$']",9.419690370559692,6.81,5.659819606039603,0.0,17.0,1.0
93,"['And what is the conversion ratio from degrees to radians?', 'These two different ways to rotate around a circle give us a way to convert from degrees to radians.']",9.504714012145996,6.522,4.862575937540272,0.0,9.0,1.0
94,"['Can you tell me about some of the other angles in one revolution of a circle that we should know apart from quarter, half, and full revolution?', 'In addition to knowing the measurements in degrees and radians of a quarter revolution, a half  revolution, and a full revolution, there are other frequently encountered angles in one revolution of a circle with which we should be familiar.']",9.886631965637207,3.7979999999999996,5.888688357104853,0.0,28.0,0.0
95,"['What are these angles measured in radians?', 'It is common to encounter multiples of 30, 45, 60, and 90 degrees.']",9.664923548698425,6.979000000000001,4.754887502163469,0.0,6.0,1.0
96,"['Can you explain how these angles in degrees convert to radians?', 'These values are shown in Figure 14.']",9.700651168823242,7.926,4.459431618637297,0.0,10.0,1.0
97,"['Why is it beneficial to memorize these special angles measured in radians?', 'Memorizing these angles will be very useful as we study the properties associated with angles.']",9.618192315101624,4.085,4.954196310386876,0.0,11.0,0.5
98,"['Can you explain how to convert common measures of a circle from degrees to radians?', 'Now, we can list the corresponding radian values for the common measures of a circle corresponding to those listed in Figure 14, which are shown in Figure 15.']",9.67893362045288,5.811,5.410628211462147,0.0,14.0,1.0
99,"['What methods can you use to verify these measurements?', 'Be sure you can verify each of these measures.']",9.737279415130615,7.926,4.459431618637297,0.0,8.0,1.0
100,"['Why is it necessary to be able to convert between degrees and radians?', 'Because degrees and radians both measure angles, we need to be able to convert between them.']",9.411426782608032,6.522,4.675698135367988,0.0,12.0,1.0
101,"['What is the method to convert degrees to radians or vice versa?', 'We can easily do so using a proportion where $$\\(\\theta\\)$$ is the measure of the angle in degrees and $$\\(\\theta_{R}\\)$$ is the measure of the angle in radians.']",9.127237796783447,6.81,5.458149737771335,0.0,11.0,0.5
102,"['Can you explain what this formula $$\\[\\frac{\\theta}{180} = \\frac{\\theta_{{}^{R}}}{\\pi}\\]$$ represents?', 'This proportion shows that the measure of angle $$\\(\\theta\\)$$ in degrees divided by 180 equals the measure of angle $$\\(\\theta\\)$$ in radians divided by $$\\(\\pi.\\)$$']",9.211534857749939,5.422,5.71294608200589,0.0,37.0,0.5
103,"['What would the formula look like if we wanted to convert from radians to degrees?', 'Or, phrased another way, degrees is to 180 as radians is to $$\\(\\pi.\\)$$']",9.000781178474426,7.419,5.221928094887363,0.0,14.0,1.0
104,"['Can you explain why converting between degrees and radians is useful when working with angles?', 'Converting between degrees and radians can make working with angles easier in some applications.']",9.587819576263428,3.9840000000000004,4.741363816328151,0.0,14.0,0.0
105,"['And what might be an example of those other types of conversions?', 'For other applications, we may need another type of conversion.']",9.774267077445984,6.031000000000001,4.754887502163469,0.0,11.0,0.0
106,"['Can you explain why working with angles in the range of $$\\(0{^\\circ}\\)$$ to $$\\(360{^\\circ},\\)$$ or $$\\(0\\)$$ to $$\\(2\\pi\\)$$ is preferred?', 'Negative angles and angles greater than a full revolution are more awkward to work with than those in the range of $$\\(0{^\\circ}\\)$$ to $$\\(360{^\\circ},\\)$$ or $$\\(0\\)$$ to $$\\(2\\pi.\\)$$']",9.740744233131409,7.25,5.317784284662088,0.0,42.0,1.0
107,"['So, how do we replace out-of-range angles with corresponding angles in the range of a single revolution?', 'It would be convenient to replace those out-of-range angles with a corresponding angle within the range of a single revolution.']",9.58354651927948,4.424,5.058984089445427,0.0,17.0,0.0
108,"['Where can you find a visual representation of coterminal angles in your textbook?', 'Look at Figure 16.']",8.955360054969788,6.285,4.392317422778759,0.0,12.0,1.0
109,"['What is an example of a positive angle in the figure, and how is it measured?', 'The angle of $$\\(140{^\\circ}\\)$$ is a positive angle, measured counterclockwise.']",9.16502058506012,5.828,5.286729870981167,0.0,16.0,1.0
110,"['Can you give an example of a negative angle from the figure, and explain how it is measured?', 'The angle of $$\\(–220{^\\circ}\\)$$ is a negative angle, measured clockwise.']",9.006796479225159,6.573,5.358519762996342,0.0,18.0,0.5
111,"['What do these two angles have in common despite their different directions?', 'But both angles have the same terminal side.']",9.550756216049194,6.979000000000001,4.501629167387825,0.0,11.0,0.0
112,"['What do we call two angles if they have the same terminal side?', 'If two angles in standard position have the same terminal side, they are coterminal angles.']",9.195398688316345,7.419,4.741363816328151,0.0,12.0,1.0
113,"['Can you explain when and why it might be more convenient to find a coterminal angle within the range of $$\\(0{^\\circ}\\)$$ to $$\\(360{^\\circ}\\)$$?', 'Every angle greater than $$\\(360{^\\circ}\\)$$ or less than $$\\(0{^\\circ}\\)$$ is coterminal with an angle between $$\\(0{^\\circ}\\)$$ and $$\\(360{^\\circ},\\)$$ and it is often more convenient to find the coterminal angle within the range of $$\\(0{^\\circ}\\)$$ to $$\\(360{^\\circ}\\)$$ than to work with an angle that is outside that range.']",8.854809999465942,5.287,5.571725182118175,0.0,37.0,0.0
114,"['Can you explain what coterminal angles are and why we have infinitely many of them for any given angle?', 'Any angle has infinitely many coterminal angles because each time we add $$\\(360{^\\circ}\\)$$ to that angle—or subtract $$\\(360{^\\circ}\\)$$ from it—the resulting value has a terminal side in the same location.']",9.223036170005798,4.661,5.828818690495881,0.0,18.0,0.5
115,"['Can you explain why the numbers 100°, 460° and -260° are considered coterminal?', 'For example, $$\\(\\text{100°}\\)$$ and $$\\(\\text{460°}\\)$$ are coterminal for this reason, as is $$\\(-260{^\\circ}.\\)$$']",8.554608821868896,6.6739999999999995,5.441222620554342,0.0,13.0,1.0
116,"[""What's the definition of a reference angle?"", 'An angle’s reference angle is the measure of the smallest, positive, acute angle $$\\(t\\)$$ formed by the terminal side of the angle $$\\(t\\)$$ and the horizontal axis.']",7.974903583526611,5.422,5.411837382585794,0.0,7.0,0.0
117,"['Can you explain how we use the reference angles to find coterminal angles?', 'Thus positive reference angles have terminal sides that lie in the first quadrant and can be used as models for angles in other quadrants.']",9.545637369155884,6.116,5.308771516813207,0.0,12.0,0.5
118,"['What is meant when you say that positive reference angles can be used as models for angles in other quadrants?', 'See Figure 17 for examples of reference angles for angles in different quadrants.']",9.884944558143616,5.473,5.047291203466788,0.0,19.0,1.0
119,"['What is the first step in finding a coterminal angle between 0° and 360° for an angle that is greater than 360°?', 'Subtract $$\\(360{^\\circ}\\)$$ from the given angle.']",9.820901155471802,7.419,5.379753126795121,0.0,21.0,0.5
120,"['And what should you do if the result after subtracting 360° is still greater than 360°?', 'If the result is still greater than $$\\(360{^\\circ}\\operatorname{},\\)$$ subtract $$\\(360{^\\circ}\\)$$ again till the result is between $$\\(0{^\\circ}\\)$$ and $$\\(360{^\\circ}.\\)$$']",9.118409156799316,6.2170000000000005,5.344642080182866,0.0,15.0,0.0
121,"['How do you know that the resulting angle is coterminal with the original angle?', 'The resulting angle is coterminal with the original angle.']",9.730027318000793,5.134,4.236368983644951,0.0,13.0,1.0
122,"['What step should we take to find a coterminal angle between 0° and 360°, if the given angle is less than 0°?', 'Add $$\\(360{^\\circ}\\)$$ to the given angle.']",9.744261503219604,8.265,5.3230679822736615,0.0,22.0,0.5
123,"['And what if the result obtained is still less than 0°, what should we do then?', 'If the result is still less than $$\\(0{^\\circ},\\)$$ add $$\\(360{^\\circ}\\)$$ again until the result is between $$\\(0{^\\circ}\\)$$ and $$\\(360{^\\circ}.\\)$$']",9.342728853225708,8.754999999999999,5.302915339393915,0.0,16.0,0.0
124,"['Can you explain what makes the resulting angle coterminal with the original angle?', 'The resulting angle is coterminal with the original angle.']",9.725512862205505,4.339,4.315824333525709,0.0,12.0,1.0
125,"['Can you explain how we find coterminal angles measured in radians?', 'We can find coterminal angles measured in radians in much the same way as we have found them using degrees.']",9.717291593551636,6.42,4.843568731230682,0.0,10.0,0.5
126,"['What is the value of one full rotation in radians?', 'In both cases, we find coterminal angles by adding or subtracting one or more full rotations.']",8.775628805160522,6.6739999999999995,4.954196310386876,0.0,9.0,0.5
127,"['What is the first step in finding a coterminal angle between 0 and 2π for an angle that is greater than 2π?', 'Subtract $$\\(2\\pi\\)$$ from the given angle.']",9.82016384601593,8.265,5.234120167580195,0.0,21.0,0.5
128,"['What do you do if the result is still greater than 2π?', 'If the result is still greater than $$\\(2\\pi,\\)$$ subtract $$\\(2\\pi\\)$$ again until the result is between $$\\(0\\)$$ and $$\\(2\\pi.\\)$$']",9.339130520820618,8.958,5.007659765557393,0.0,11.0,0.5
129,"['What do we call the resulting angle once it falls between 0 and 2π?', 'The resulting angle is coterminal with the original angle.']",9.639360904693604,6.8260000000000005,4.680813428089395,0.0,13.0,1.0
130,"['Can you explain how we define the radian measure of an angle?', 'Recall that the radian measure $$\\(\\theta\\)$$ of an angle was defined as the ratio of the arc length $$\\(s\\)$$ of a circular arc to the radius $$\\(r\\)$$ of the circle, $$\\(\\theta = \\frac{s}{r}.\\)$$']",9.236694574356079,6.606999999999999,5.645235428705385,0.0,11.0,0.5
131,"[""That's correct. Now can you explain how we calculate the arc length if we know the angle in radians and the radius of the circle?"", 'From this relationship, we can find arc length along a circle, given an angle.']",9.713206887245178,6.859999999999999,5.512035660188275,0.0,26.0,1.0
