,tuple,relevance,flesch_reading_ease,bigram_entropy,is_general,distinct_3,Q_A_eval
17,"['How does this help GPS?', 'When you use a GPS device in a vehicle, it utilizes these physics relationships to determine the travel time from one location to another.']",7.561947703361511,6.522,5.087462841250341,0.0,4.0,0.0
18,"['What was physics?', 'As our technology evolved over the centuries, physics expanded into many branches.']",9.264882206916809,7.231999999999999,4.321928094887362,0.0,2.0,0.0
19,"['What did ancient peoples study?', 'Ancient peoples could only study things that they could see with the naked eye or otherwise experience without the aid of scientific equipment.']",8.93936812877655,6.573,5.0,0.0,4.0,0.5
20,"['What did ancient peoples study?', 'This included the study of kinematics, which is the study of moving objects.']",9.268479347229004,7.926,4.349648912578751,0.0,4.0,0.0
21,"['What did ancient peoples study?', 'For example, ancient people often studied the apparent motion of objects in the sky, such as the sun, moon, and stars.']",8.828490972518921,6.6739999999999995,5.087462841250341,0.0,4.0,0.0
22,"['What was the result of studying the apparent motion?', 'This is evident in the construction of prehistoric astronomical observatories, such as Stonehenge in England (shown in Figure 1.3).']",8.435262441635132,4.035,5.129283016944966,0.0,8.0,0.5
23,"['What are statics and dynamics?', 'Ancient people also studied statics and dynamics, which focus on how objects start moving, stop moving, and change speed and direction in response to forces that push or pull on the objects.']",9.355255365371704,6.116,5.3230679822736615,0.0,4.0,0.0
24,"['what did they study to invent simple machines?', 'This early interest in kinematics and dynamics allowed humans to invent simple machines, such as the lever, the pulley, the ramp, and the wheel.']",8.966342806816101,6.37,5.121928094887363,0.0,7.0,0.5
25,"['What kind of machines did they invent?', 'These simple machines were gradually combined and integrated to produce more complicated machines, such as wagons and cranes.']",9.739975333213806,5.0329999999999995,4.906890595608518,0.0,6.0,0.0
26,"['What did the machines do?', 'Machines allowed humans to gradually do more work more effectively in less time, allowing them to create larger and more complicated buildings and structures, many of which still exist today from ancient times.']",9.054747819900513,5.218999999999999,5.459431618637298,0.0,4.0,0.0
27,"['What else is included in the document?', 'As technology advanced, the branches of physics diversified even more.']",9.304932951927185,5.439,4.459431618637297,0.0,6.0,0.0
28,"['What are the branches of physics?', 'These include branches such as acoustics, the study of sound, and optics, the study of the light.']",8.805012106895447,9.364,4.7068905956085185,0.0,5.0,0.0
29,"['When did physics first become relevant?', 'In 1608, the invention of the telescope by a Germany spectacle maker, Hans Lippershey, led to huge breakthroughs in astronomy—the study of objects or phenomena in space.']",9.569851160049438,5.473,5.321928094887363,0.0,5.0,1.0
30,"['What did Galileo Galilei begin the first studies of the solar system and the universe using a telescope?', 'One year later, in 1609, Galileo Galilei began the first studies of the solar system and the universe using a telescope.']",9.578344821929932,6.859999999999999,4.914075318551897,0.0,17.0,0.0
31,"['Who did Galileo work with to construct his three laws of motion?', 'During the Renaissance era, Isaac Newton used observations made by Galileo to construct his three laws of motion.']",9.634942412376404,7.317,4.786425874087824,0.0,11.0,1.0
32,"['What else did he study?', 'These laws were the standard for studying kinematics and dynamics even today.']",9.306820034980774,7.976999999999999,4.392317422778759,0.0,4.0,1.0
33,"['What is another major branch of physics?', 'Another major branch of physics is thermodynamics, which includes the study of thermal energy and the transfer of heat.']",8.575838804244995,5.828,4.760647923290102,0.0,6.0,0.5
34,"['Who studied the nature of heat and its relationship to work?', 'James Prescott Joule, an English physicist, studied the nature of heat and its relationship to work.']",9.580976963043213,7.468999999999999,4.498939573903908,0.0,10.0,1.0
35,"['What did Joule study?', 'Joule’s work helped lay the foundation for the first of three laws of thermodynamics that describe how energy in our universe is transferred from one object to another or transformed from one form to another.']",8.469536900520325,6.859999999999999,5.402964207440786,0.0,3.0,0.5
36,"['What motivated the study of thermodynamics?', 'Studies in thermodynamics were motivated by the need to make engines more efficient, keep people safe from the elements, and preserve food.']",9.39408004283905,4.035,5.087462841250341,0.0,5.0,0.0
37,"['What happened in the 18th and 19th centuries?', 'The 18th and 19th centuries also saw great strides in the study of electricity and magnetism.']",9.729951024055481,8.468,4.521640636343318,0.0,7.0,0.5
38,"['What is the study of electric charges and their movements?', 'Electricity involves the study of electric charges and their movements.']",9.742438793182373,7.825,4.001629167387824,0.0,9.0,1.0
39,"['What is magnetism?', 'Magnetism had long ago been noticed as an attractive force between a magnetized object and a metal like iron, or between the opposite poles (North and South) of two magnetized objects.']",9.333269000053406,6.268,5.357552004618084,0.0,2.0,0.0
40,"['What did Oersted show?', 'In 1820, Danish physicist Hans Christian Oersted showed that electric currents create magnetic fields.']",8.884557485580444,5.388,4.523561956057013,0.0,3.0,0.5
41,"['What did Faraday show?', 'In 1831, English inventor Michael Faraday showed that moving a wire through a magnetic field could induce an electric current.']",8.420271873474121,6.776000000000001,4.857980995127571,0.0,3.0,0.0
42,"['What other discoveries happened?', 'These studies led to the inventions of the electric motor and electric generator, which revolutionized human life by bringing electricity and magnetism into our machines.']",9.307799935340881,3.138,5.087462841250341,0.0,3.0,0.0
43,"['Who discovered radioactive substances?', 'The end of the 19th century saw the discovery of radioactive substances by the scientists Marie and Pierre Curie.']",9.812806844711304,5.9799999999999995,4.680813428089395,0.0,3.0,1.0
44,"['What does nuclear physics involve?', 'Nuclear physics involves studying the nuclei of atoms, the source of nuclear radiation.']",9.413228034973145,5.388,4.523561956057013,0.0,4.0,0.0
45,"['What is nuclear fission?', 'In the 20th century, the study of nuclear physics eventually led to the ability to split the nucleus of an atom, a process called nuclear fission.']",9.521106481552124,5.625,5.114369445886758,0.0,3.0,0.0
46,"['What does it lead to?', 'This process is the basis for nuclear power plants and nuclear weapons.']",9.243578910827637,7.976999999999999,4.392317422778759,0.0,4.0,0.0
47,"['What is quantum mechanics?', 'Also, the field of quantum mechanics, which involves the mechanics of atoms and molecules, saw great strides during the 20th century as our understanding of atoms and subatomic particles increased (see below).']",9.700751900672913,4.475,5.358519762996342,0.0,3.0,0.5
48,"['What was the most important aspect of the 20th century?', 'Early in the 20th century, Albert Einstein revolutionized several branches of physics, especially relativity.']",9.38332200050354,2.5460000000000003,4.773557262275185,0.0,9.0,1.0
49,"['What was the revolution that relativity brought to our understanding of motion and the universe in general?', 'Relativity revolutionized our understanding of motion and the universe in general as described further in this chapter.']",9.70091462135315,2.884,4.826874881864639,0.0,16.0,1.0
50,"['How is that being used today?', 'Now, in the 21st century, physicists continue to study these and many other branches of physics.']",8.38886559009552,7.723000000000001,4.807354922057605,0.0,5.0,0.0
51,"['What is the main purpose of this document?', 'By studying the most important topics in physics, you will gain analytical abilities that will enable you to apply physics far beyond the scope of what can be included in a single book.']",9.604953527450562,5.913,5.523561956057012,0.0,7.0,0.5
52,"['What will analytical skills help you to do?', 'These analytical skills will help you to excel academically, and they will also help you to think critically in any career you choose to pursue.']",9.059399366378784,5.473,4.945038697540245,0.0,7.0,1.0
53,"['What does the word physics mean?', 'The word physics is thought to come from the Greek word phusis, meaning nature.']",9.469394087791443,9.517,4.563856189774724,0.0,5.0,0.5
54,"['What is the study of nature called?', 'The study of nature later came to be called natural philosophy.']",9.635340571403503,7.926,4.277613436819116,0.0,6.0,1.0
55,"['what is natural philosophy?', 'From ancient times through the Renaissance, natural philosophy encompassed many fields, including astronomy, biology, chemistry, mathematics, and medicine.']",9.691070318222046,0.9550000000000001,4.937499999999999,0.0,3.0,0.0
56,"['Did natural philosophy become separated?', 'Over the last few centuries, the growth of scientific knowledge has resulted in ever-increasing specialization and branching of natural philosophy into separate fields, with physics retaining the most basic facets.']",9.356600046157837,1.987,5.308771516813207,0.0,4.0,0.0
57,"['What is the name of the physics that developed from the Renaissance to the end of the 19th century?', 'Physics, as it developed from the Renaissance to the end of the 19th century, is called classical physics.']",9.809523224830627,6.962000000000001,4.897081324419226,0.0,18.0,0.5
58,"['Did physics become modern physics?', 'Revolutionary discoveries starting at the beginning of the 20th century transformed physics from classical physics to modern physics.']",9.84997570514679,4.288,4.680813428089395,0.0,4.0,0.0
59,"['What is a classical object?', 'Classical physics is not an exact description of the universe, but it is an excellent approximation under the following conditions: (1) matter must be moving at speeds less than about 1 percent of the speed of light, (2) the objects dealt with must be large enough to be seen with the naked eye, and (3) only weak gravity, such as that generated by Earth, can be involved.']",9.145185351371765,5.186,6.41397707318275,0.0,4.0,0.0
60,"['What is a classical object?', 'Very small objects, such as atoms and molecules, cannot be adequately explained by classical physics.']",9.326342344284058,5.287,4.754887502163469,0.0,4.0,1.0
61,"['How are these three conditions applicable to the real world?', 'These three conditions apply to almost all of everyday experience.']",9.698084592819214,4.441,4.501629167387825,0.0,9.0,0.5
62,"['Are there any other important details regarding the description?', 'As a result, most aspects of classical physics should make sense on an intuitive level.']",9.576680660247803,5.93,4.857980995127571,0.0,8.0,1.0
63,"[""What's included in the section entitled Physics: Past and Present?"", 'Many laws of classical physics have been modified during the 20th century, resulting in revolutionary changes in technology, society, and our view of the universe.']",9.72271740436554,4.525,5.459431618637298,0.0,11.0,0.0
64,"['What are two main reasons for this change?', 'As a result, many aspects of modern physics, which occur outside of the range of our everyday experience, may seem bizarre or unbelievable.']",7.270248532295227,6.42,5.247927513443587,0.0,7.0,0.0
65,"[""What are the two main reasons for the student's answer?"", 'There are two main reasons.']",6.5560877323150635,8.924,4.121928094887363,0.0,10.0,0.0
66,"['What are the two main reasons that knowledge of classical physics is necessary to understand modern physics?', 'The first is that knowledge of classical physics is necessary to understand modern physics.']",9.796268939971924,6.42,4.557854445516396,0.0,16.0,1.0
67,"['What is the second reason classical physics is still relevant?', 'The second reason is that classical physics still gives an accurate description of the universe under a wide range of everyday circumstances.']",9.47571873664856,5.524,5.058813890331201,0.0,9.0,0.0
68,"['What revolutionary theories do modern physics include?', 'Modern physics includes two revolutionary theories: relativity and quantum mechanics.']",9.824128150939941,-0.484,4.368522527728206,0.0,6.0,1.0
69,"['What do these theories deal with?', 'These theories deal with the very fast and the very small, respectively.']",9.292550683021545,7.926,4.2626923908396215,0.0,5.0,0.0
70,"['When was the theory of relativity developed?', 'The theory of relativity was developed by Albert Einstein in 1905.']",9.22361135482788,2.85,4.277613436819116,0.0,6.0,1.0
71,"['where did einstein get his ideas from?', 'By examining how two observers moving relative to each other would see the same phenomena, Einstein devised radical new ideas about time and space.']",9.12605881690979,6.42,5.169925001442313,0.0,6.0,1.0
72,"['What did he discover?', 'He came to the startling conclusion that the measured length of an object travelling at high speeds (greater than about one percent of the speed of light) is shorter than the same object measured at rest.']",9.031227231025696,7.656000000000001,5.523561956057012,0.0,3.0,0.0
73,"['What was he discovering?', 'Perhaps even more bizarre is the idea the time for the same process to occur is different depending on the motion of the observer.']",8.705931901931763,7.419,5.0,0.0,3.0,0.0
74,"['Why is this so bizarre?', 'Time passes more slowly for an object travelling at high speeds.']",9.001405239105225,8.873999999999999,4.321928094887362,0.0,4.0,0.0
75,"['why is that?', 'A trip to the nearest star system, Alpha Centauri, might take an astronaut 4.5 Earth years if the ship travels near the speed of light.']",6.657983660697937,8.742,5.087462841250341,1.0,2.0,0.0
76,"['What else is interesting about this?', 'However, because time is slowed at higher speeds, the astronaut would age only 0.5 years during the trip.']",8.892654180526733,7.1819999999999995,4.906890595608518,0.0,5.0,1.0
77,"['What were some of the problems with Einstein’s ideas of relativity?', 'Einstein’s ideas of relativity were accepted after they were confirmed by numerous experiments.']",9.584632515907288,4.238,4.687499999999999,0.0,12.0,0.0
78,"['What is the force that holds us to the Earth?', 'Gravity, the force that holds us to Earth, can also affect time and space.']",9.405660033226013,9.314,4.573557262275185,0.0,9.0,1.0
79,"['What are some of the things it affects?', 'For example, time passes more slowly on Earth’s surface than for objects farther from the surface, such as a satellite in orbit.']",8.869499564170837,7.317,5.247927513443587,0.0,7.0,0.0
80,"['What are some examples of the effect of time dilation?', 'The very accurate clocks on global positioning satellites have to correct for this.']",9.772355556488037,5.9799999999999995,4.754887502163469,0.0,9.0,0.0
81,"['What is time dilation?', 'They slowly keep getting ahead of clocks at Earth’s surface.']",9.671713709831238,8.129000000000001,4.321928094887362,0.0,3.0,0.0
82,"['What causes time dilation?', 'This is called time dilation, and it occurs because gravity, in essence, slows down time.']",9.181026220321655,7.029000000000001,4.623516641218016,0.0,3.0,0.5
83,"['What does it explain?', 'Large objects, like Earth, have strong enough gravity to distort space.']",8.81551206111908,8.924,4.392317422778759,0.0,3.0,0.0
84,"['How do we understand it?', 'To visualize this idea, think about a bowling ball placed on a trampoline.']",9.654240608215332,7.926,4.523561956057013,0.0,4.0,0.0
85,"['What happens if you hit it?', 'The bowling ball depresses or curves the surface of the trampoline.']",9.239881038665771,7.976999999999999,4.392317422778759,0.0,5.0,0.5
86,"['How would a marble react to this?', 'If you rolled a marble across the trampoline, it would follow the surface of the trampoline, roll into the depression caused by the bowling ball, and hit the ball.']",8.270360827445984,7.013,5.286729870981167,0.0,6.0,0.0
87,"['How does it affect the Earth?', 'Similarly, the Earth curves space around it in the shape of a funnel.']",8.840911984443665,8.721,4.501629167387825,0.0,5.0,0.5
88,"['What causes objects to be attracted to earth?', 'These curves in space due to the Earth cause objects to be attracted to Earth (i.e., gravity).']",9.698526859283447,7.571,4.749999999999999,0.0,7.0,0.0
89,"['What was the premise of our study?', 'Because of the way gravity affects space and time, Einstein stated that gravity affects the space-time continuum, as illustrated in Figure 1.4.']",7.588517665863037,5.676,5.072140159802109,0.0,6.0,1.0
90,"['Why is this?', 'This is why time proceeds more slowly at Earth’s surface than in orbit.']",9.33998167514801,8.873999999999999,4.459431618637297,0.0,2.0,1.0
91,"['Where does it appear to have stopped?', 'In black holes, whose gravity is hundreds of times that of Earth, time passes so slowly that it would appear to a far-away observer to have stopped!']",9.151473045349121,7.959999999999999,5.171928094887364,0.0,6.0,0.5
92,"['What is the final question?', 'In summary, relativity says that in describing the universe, it is important to realize that time, space and speed are not absolute.']",7.851162552833557,5.777,5.087462841250341,0.0,4.0,0.5
93,"['What can they appear differently for?', 'Instead, they can appear different to different observers.']",9.641551971435547,4.745,4.247927513443585,0.0,5.0,1.0
94,"['What is the most amazing thing about Einstein?', 'Einstein’s ability to reason out relativity is even more amazing because we cannot see the effects of relativity in our everyday lives.']",9.364002346992493,4.779,5.209453365628952,0.0,7.0,0.5
95,"['What is the second major theory of modern physics?', 'Quantum mechanics is the second major theory of modern physics.']",9.742953181266785,5.337,3.914866303883099,0.0,8.0,1.0
96,"['What does quantum mechanics deal with?', 'Quantum mechanics deals with the very small, namely, the subatomic particles that make up atoms.']",9.46018934249878,6.928,4.754887502163469,0.0,5.0,0.0
97,"['What are the smallest units of elements?', 'Atoms are the smallest units of elements.']",9.56666111946106,8.129000000000001,3.6143694458867577,0.0,6.0,1.0
98,"['What are the subatomic particles?', 'However, atoms themselves are constructed of even smaller subatomic particles, such as protons, neutrons and electrons.']",9.162991046905518,4.39,4.735926350629033,0.0,4.0,0.5
99,"['What does quantum mechanics strive to describe?', 'Quantum mechanics strives to describe the properties and behavior of these and other subatomic particles.']",9.448475241661072,4.339,4.623516641218016,0.0,6.0,0.0
100,"['What is the reason subatomic particles are considered unknowable?', 'Often, these particles do not behave in the ways expected by classical physics.']",9.38560664653778,4.339,4.754887502163469,0.0,8.0,0.0
101,"['What is another reason for this?', 'One reason for this is that they are small enough to travel at great speeds, near the speed of light.']",9.226217865943909,9.212,4.82516405232236,0.0,5.0,0.0
102,"['What is a particle collider?', 'At particle colliders, such as the Large Hadron Collider on the France-Swiss border, particle physicists can make subatomic particles travel at very high speeds within a 27 kilometers (17 miles) long superconducting tunnel.']",8.847088813781738,4.372999999999999,5.523561956057012,0.0,4.0,1.0
103,"['What can they do with this particles?', 'They can then study the properties of the particles at high speeds, as well as collide them with each other to see how they exchange energy.']",9.260894656181335,8.011,5.247927513443587,0.0,6.0,0.0
104,"['What are the properties they study?', 'This has led to many intriguing discoveries such as the Higgs-Boson particle, which gives matter the property of mass, and antimatter, which causes a huge energy release when it comes in contact with matter.']",8.522510528564453,5.118,5.512035660188275,0.0,5.0,0.0
105,"['What is the present physics?', 'Physicists are currently trying to unify the two theories of modern physics, relativity and quantum mechanics, into a single, comprehensive theory called relativistic quantum mechanics.']",9.287760853767395,3.087,5.1553993115748975,0.0,4.0,1.0
106,"['Why would that be important?', 'Relating the behavior of subatomic particles to gravity, time, and space will allow us to explain how the universe works in a much more comprehensive way.']",7.704799771308899,5.574,5.209453365628952,0.0,4.0,0.5
107,"['What do you want to know about the application of physics?', 'You need not be a scientist to use physics.']",9.71994400024414,8.671,4.584962500721156,0.0,10.0,0.0
108,"['How is the use of physics beneficial in everyday situations?', 'On the contrary, knowledge of physics is useful in everyday situations as well as in nonscientific professions.']",9.786221981048584,4.085,4.812499999999999,0.0,9.0,0.0
109,"['What are some examples of everyday uses of physics?', 'For example, physics can help you understand why you shouldn’t put metal in the microwave, why a black car radiator helps remove heat in a car engine, and why a white roof helps keep the inside of a house cool.']",9.245678782463074,6.353,5.823498236506882,0.0,8.0,0.0
110,"['What other useful applications of physics are there?', 'The operation of a car’s ignition system, as well as the transmission of electrical signals through our nervous system, are much easier to understand when you think about them in terms of the basic physics of electricity.']",9.4863361120224,4.864,5.690184605506594,0.0,7.0,1.0
111,"['What is physics used for?', 'Physics is the foundation of many important scientific disciplines.']",9.106097221374512,6.437,4.169925001442313,0.0,4.0,0.0
112,"['What is the relationship between physics and other disciplines?', 'For example, chemistry deals with the interactions of atoms and molecules.']",9.607073068618774,4.441,4.643856189774724,0.0,8.0,0.0
113,"['What is chemistry rooted in?', 'Not surprisingly, chemistry is rooted in atomic and molecular physics.']",9.699515104293823,5.54,4.221928094887361,0.0,4.0,0.5
114,"['What is the relationship between physics and engineering?', 'Most branches of engineering are also applied physics.']",9.676318168640137,4.644,4.321928094887362,0.0,7.0,0.5
115,"['What is the relationship between physics and architecture?', 'In architecture, physics is at the heart of determining structural stability, acoustics, heating, lighting, and cooling for buildings.']",9.093719720840454,4.136,5.129283016944966,0.0,7.0,0.0
116,"['What is the relationship between geology and physics?', 'Parts of geology, the study of nonliving parts of Earth, rely heavily on physics; including radioactive dating, earthquake analysis, and heat transfer across Earth’s surface.']",9.59892988204956,3.781,5.459431618637298,0.0,7.0,0.5
117,"['Do physics and other scientific disciplines have a lot in common?', 'Indeed, some disciplines, such as biophysics and geophysics, are hybrids of physics and other disciplines.']",9.785100221633911,5.828,4.923181998146332,0.0,10.0,0.0
118,"['What is an application of physics?', 'Physics also describes the chemical processes that power the human body.']",9.484047293663025,6.285,4.392317422778759,0.0,5.0,0.0
119,"['What medical application of physics is also mentioned?', 'Physics is involved in medical diagnostics, such as x-rays, magnetic resonance imaging (MRI), and ultrasonic blood flow measurements.']",9.655489921569824,3.29,5.129283016944966,0.0,7.0,1.0
120,"['What medical therapy application is also mentioned?', 'Medical therapy Physics also has many applications in biology, the study of life.']",9.752700328826904,2.7489999999999997,4.643856189774724,0.0,6.0,0.0
121,"['What is physics involved with?', 'For example, physics describes how cells can protect themselves using their cell walls and cell membranes.']",8.731319904327393,7.773999999999999,4.7004397181410935,0.0,4.0,0.0
122,"['What medical therapy application of physics is not mentioned?', 'Medical therapy sometimes directly involves physics, such as in using X-rays to diagnose health conditions.']",9.184390902519226,3.3920000000000003,4.857980995127571,0.0,8.0,1.0
123,"['What can physics explain?', 'Physics can also explain what we perceive with our senses, such as how the ears detect sound or the eye detects color.']",9.083305597305298,8.366,4.954196310386876,0.0,3.0,1.0
124,"['What is the most important information about physics?', 'In summary, physics studies many of the most basic aspects of science.']",9.409204721450806,6.133,4.563856189774724,0.0,7.0,0.5
125,"['What is the importance of physics?', 'A knowledge of physics is, therefore, necessary to understand all other sciences.']",9.733415246009827,6.234,4.501629167387825,0.0,5.0,0.0
126,"['Why does physics help?', 'This is because physics explains the most basic ways in which our universe works.']",8.087048530578613,9.618,4.459431618637297,0.0,3.0,0.0
127,"['What is the most important thing you learned?', 'However, it is not necessary to formally study all applications of physics.']",9.438047409057617,6.133,4.643856189774724,0.0,7.0,0.0
128,"['What are some examples of application?', 'A knowledge of the basic laws of physics will be most useful to you, so that you can use them to solve some everyday problems.']",9.152326583862305,7.266,5.169925001442313,0.0,5.0,0.0
129,"['How can the study of physics help with solving problems?', 'In this way, the study of physics can improve your problem-solving skills.']",9.693664312362671,8.568999999999999,4.532665279941246,0.0,9.0,1.0
130,"['What are scientific methods?', 'Scientists often plan and carry out investigations to answer questions about the universe around us.']",9.369796514511108,4.491,4.523561956057013,0.0,3.0,0.0
131,"['What may lead these investigations?', 'These investigations may lead to natural laws.']",7.892593145370483,4.8469999999999995,3.8750000000000004,0.0,4.0,0.5
132,"['What do natural laws mean?', 'Such laws are intrinsic to the universe, meaning that humans did not create them and cannot change them.']",9.199700951576233,7.672,4.857980995127571,0.0,4.0,0.0
133,"['What can we do with them?', 'We can only discover and understand them.']",9.880648255348206,8.18,4.08746284125034,0.0,5.0,1.0
134,"['What is special about discovering natural laws?', 'Their discovery is a very human endeavor, with all the elements of mystery, imagination, struggle, triumph, and disappointment inherent in any creative effort.']",9.792978167533875,3.087,5.285402218862246,0.0,6.0,0.0
135,"['What is the key to discovering natural laws?', 'The cornerstone of discovering natural laws is observation.']",9.32184100151062,3.7979999999999996,4.121928094887363,0.0,7.0,1.0
136,"['What is the most important thing to know about science?', 'Science must describe the universe as it is, not as we imagine or wish it to be.']",9.516557455062866,8.315000000000001,5.0,0.0,9.0,0.0
137,"['What are some other things that people are curious about?', 'We all are curious to some extent.']",9.08052921295166,7.976999999999999,4.297079327540664,0.0,9.0,0.5
138,"['What do we try to understand?', 'We look around, make generalizations, and try to understand what we see.']",9.527984261512756,7.926,4.418295834054491,0.0,5.0,1.0
139,"['What do we see when we look up at the sky?', 'For example, we look up and wonder whether one type of cloud signals an oncoming storm.']",9.041538834571838,9.161,4.874999999999998,0.0,10.0,0.0
140,"['What do we see as we become more serious about exploring nature?', 'As we become serious about exploring nature, we become more organized and formal in collecting and analyzing data.']",9.823647141456604,4.779,4.764857659740296,0.0,11.0,1.0
141,"['Why are we more organized?', 'We attempt greater precision, perform controlled experiments (if we can), and write down ideas about how data may be organized.']",9.108844995498657,6.725,5.044394119358453,0.0,4.0,1.0
142,"['What do we do after we have collected data?', 'We then formulate models, theories, and laws based on the data we have collected, and communicate those results with others.']",9.55474078655243,5.676,5.003258334775646,0.0,8.0,0.0
143,"['What is the scientific method?', 'This, in a nutshell, describes the scientific method that scientists employ to decide scientific issues on the basis of evidence from observation and experiment.']",9.546893835067749,3.138,5.0149973026592525,0.0,4.0,1.0
144,"['What can we learn about the investigation?', 'An investigation often begins with a scientist making an observation.']",9.42602276802063,3.747,4.392317422778759,0.0,6.0,0.0
145,"[""What is the scientist's observation about?"", 'The scientist observes a pattern or trend within the natural world.']",9.288466572761536,5.439,4.459431618637297,0.0,6.0,0.5
146,"['What does the observer want to do next?', 'Observation may generate questions that the scientist wishes to answer.']",9.092397093772888,5.388,4.459431618637297,0.0,7.0,0.5
147,"['What does the scientist do to solve the problem?', 'Next, the scientist may perform some research about the topic and devise a hypothesis.']",9.247094988822937,6.8260000000000005,4.735926350629033,0.0,8.0,0.0
148,"['What is a testable statement that describes how something in the natural world works?', 'A hypothesis is a testable statement that describes how something in the natural world works.']",9.70518708229065,7.368,4.317121392085726,0.0,13.0,0.5
149,"['What is an educated guess that explains something about an observation?', 'In essence, a hypothesis is an educated guess that explains something about an observation.']",8.638716340065002,4.186999999999999,4.306890595608517,0.0,10.0,0.5
150,"['How are scientists able to test hypotheses?', 'Scientists may test the hypothesis by performing an experiment.']",9.801274538040161,3.7979999999999996,4.321928094887362,0.0,6.0,1.0
151,"['What happens during an experiment?', 'During an experiment, the scientist collects data that will help them learn about the phenomenon they are studying.']",8.607068657875061,5.134,4.735926350629033,0.0,4.0,0.0
152,"['How do scientists interpret the data?', 'Then the scientists analyze the results of the experiment (that is, the data), often using statistical, mathematical, and/or graphical methods.']",8.707191944122314,2.444,5.114369445886758,0.0,5.0,0.5
153,"['What does the analysis do?', 'From the data analysis, they draw conclusions.']",9.759225845336914,6.539,4.08746284125034,0.0,4.0,1.0
154,"['What conclusion do they draw from their experiment?', 'They may conclude that their experiment either supports or rejects their hypothesis.']",9.390332698822021,4.441,4.501629167387825,0.0,7.0,0.0
155,"['What does that mean?', 'If the hypothesis is supported, the scientist usually goes on to test another hypothesis related to the first.']",8.75614583492279,5.1850000000000005,4.754887502163469,0.0,3.0,0.0
156,"['What happens if the hypothesis is rejected?', 'If their hypothesis is rejected, they will often then test a new and different hypothesis in their effort to learn more about whatever they are studying.']",9.715778231620789,5.473,5.14266435554885,0.0,6.0,0.0
157,"['Can you explain why scientific processes are important?', 'Scientific processes can be applied to many situations.']",8.691350817680359,2.106,4.321928094887362,0.0,7.0,0.5
